Time [s],Packet ID,MOSI,MISO
0.000094760000000,0,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.003075000000000,1,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.006055200000000,2,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.009035400000000,3,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.012015520000000,4,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.014995680000000,5,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.017975800000000,6,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.020955760000000,7,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.023935960000000,8,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.026916040000000,9,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.029896120000000,10,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.032876200000000,11,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.035856360000000,12,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.038836320000000,13,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.041816360000000,14,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.044796440000000,15,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.047776560000000,16,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.050756680000000,17,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.053736800000000,18,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.056716720000000,19,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.059696880000000,20,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.062677000000000,21,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.065656280000000,22,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.068636160000000,23,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.071616240000000,24,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.074596400000000,25,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.077576520000000,26,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.080556680000000,27,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.083536800000000,28,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.086516920000000,29,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.089497160000000,30,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.092477280000000,31,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.095457400000000,32,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.098437600000000,33,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.101417840000000,34,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.104397120000000,35,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.107376960000000,36,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.110357080000000,37,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.113337160000000,38,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.116317200000000,39,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.119297280000000,40,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.122277280000000,41,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.125257360000000,42,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.128237320000000,43,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.131217440000000,44,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.134197440000000,45,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.137177600000000,46,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.140157760000000,47,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.143137000000000,48,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.146117000000000,49,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.149097040000000,50,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.152077000000000,51,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.155057080000000,52,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.158037040000000,53,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.161017120000000,54,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.163997000000000,55,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.166977040000000,56,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.169956960000000,57,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.172936960000000,58,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.175917080000000,59,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.178897000000000,60,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.181876800000000,61,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.184856640000000,62,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.187836680000000,63,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.190816800000000,64,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.193795760000000,65,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.196775560000000,66,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.199755480000000,67,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.202735520000000,68,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.205715560000000,69,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.208695520000000,70,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.211675480000000,71,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.214655560000000,72,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.217635640000000,73,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.220615840000000,74,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.223595880000000,75,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.226575880000000,76,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.229556040000000,77,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.232536120000000,78,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.235516000000000,79,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.238496080000000,80,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.241474400000000,81,0xA0AAD74A9864DC05,0xFFFFFFFFFFFFFFFF
0.244453560000000,82,0xA0AAD74A9864C705,0xFFFFFFFFFFFFFFFF
0.247432240000000,83,0xA0AAD74A98649905,0xFFFFFFFFFFFFFFFF
0.250411160000000,84,0xA0AAD74A98646B05,0xFFFFFFFFFFFFFFFF
0.253389240000000,85,0xA0AAD74A98643E05,0xFFFFFFFFFFFFFFFF
0.256368720000000,86,0xA0AAD74A98641105,0xFFFFFFFFFFFFFFFF
0.259346720000000,87,0xA0AAD74A9864DD04,0xFFFFFFFFFFFFFFFF
0.262326960000000,88,0xA0AAD74A9864B004,0xFFFFFFFFFFFFFFFF
0.265304880000000,89,0xA0AAD74A98648204,0xFFFFFFFFFFFFFFFF
0.268287560000000,90,0xA055DC05DC054704,0xFFFFFFFFFFFFFFFF
0.271268360000000,91,0xA055DC05DC052804,0xFFFFFFFFFFFFFFFF
0.274249240000000,92,0xA055DC05DC05F903,0xFFFFFFFFFFFFFFFF
0.277230200000000,93,0xA055DC05DC05F803,0xFFFFFFFFFFFFFFFF
0.280211320000000,94,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.283192520000000,95,0xA055DC05DC05F803,0xFFFFFFFFFFFFFFFF
0.286173640000000,96,0xA055DC05DC05FA03,0xFFFFFFFFFFFFFFFF
0.289154600000000,97,0xA055DC05DC05FA03,0xFFFFFFFFFFFFFFFF
0.292137120000000,98,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.295117720000000,99,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.298098520000000,100,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.301079440000000,101,0xA055DC05DC05F903,0xFFFFFFFFFFFFFFFF
0.304060280000000,102,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.307041160000000,103,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.310022120000000,104,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.313003080000000,105,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.315984040000000,106,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.318965240000000,107,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.321946000000000,108,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.324926880000000,109,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.327908200000000,110,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.330888880000000,111,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.333869720000000,112,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.336850920000000,113,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.339831480000000,114,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.342812440000000,115,0xA055DC05DC05F503,0xFFFFFFFFFFFFFFFF
0.345793400000000,116,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.348774400000000,117,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.351755480000000,118,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.354736440000000,119,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.357718360000000,120,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.360699280000000,121,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.363680240000000,122,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.366661240000000,123,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.369642240000000,124,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.372622920000000,125,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.375605360000000,126,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.378586120000000,127,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.381566960000000,128,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.384547920000000,129,0xA055DC05DC05FA03,0xFFFFFFFFFFFFFFFF
0.387528920000000,130,0xA055DC05DC05F803,0xFFFFFFFFFFFFFFFF
0.390509800000000,131,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.393490840000000,132,0xA055DC05DC05F903,0xFFFFFFFFFFFFFFFF
0.396471880000000,133,0xA055DC05DC05F903,0xFFFFFFFFFFFFFFFF
0.399453000000000,134,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.402434120000000,135,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.405415080000000,136,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.408396040000000,137,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.411376920000000,138,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.414358000000000,139,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.417338920000000,140,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.420320040000000,141,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.423300600000000,142,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.426281680000000,143,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.429262600000000,144,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.432243520000000,145,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.435224600000000,146,0xA055DC05DC05FA03,0xFFFFFFFFFFFFFFFF
0.438205800000000,147,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.441186840000000,148,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.444167880000000,149,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.447148720000000,150,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.450129600000000,151,0xA055DC05DC05F603,0xFFFFFFFFFFFFFFFF
0.453110800000000,152,0xA055DC05DC05FA03,0xFFFFFFFFFFFFFFFF
0.456091200000000,153,0xA055DC05DC050304,0xFFFFFFFFFFFFFFFF
0.459073560000000,154,0xA055DC05DC051604,0xFFFFFFFFFFFFFFFF
0.462054240000000,155,0xA055DC05DC052B04,0xFFFFFFFFFFFFFFFF
0.465035160000000,156,0xA055DC05DC053E04,0xFFFFFFFFFFFFFFFF
0.468016080000000,157,0xA055DC05DC056104,0xFFFFFFFFFFFFFFFF
0.470996760000000,158,0xA055DC05DC058504,0xFFFFFFFFFFFFFFFF
0.473977520000000,159,0xA055DC05DC05AE04,0xFFFFFFFFFFFFFFFF
0.476958320000000,160,0xA055DC05DC05D704,0xFFFFFFFFFFFFFFFF
0.479939000000000,161,0xA055DC05DC050405,0xFFFFFFFFFFFFFFFF
0.482921360000000,162,0xA055DC05DC053605,0xFFFFFFFFFFFFFFFF
0.485902120000000,163,0xA055DC05DC056205,0xFFFFFFFFFFFFFFFF
0.488883080000000,164,0xA055DC05DC059405,0xFFFFFFFFFFFFFFFF
0.491864120000000,165,0xA055DC05DC05C605,0xFFFFFFFFFFFFFFFF
0.494846440000000,166,0xA055DC05DC05DC05,0xFFFFFFFFFFFFFFFF
0.497828400000000,167,0xA055DC05DC05DC05,0xFFFFFFFFFFFFFFFF
0.500810400000000,168,0xA055DC05DC05DC05,0xFFFFFFFFFFFFFFFF
0.503792200000000,169,0xA055DC05DC05DC05,0xFFFFFFFFFFFFFFFF
0.506774040000000,170,0xA055DC05DC05DC05,0xFFFFFFFFFFFFFFFF
0.509756240000000,171,0xA055DC05DC05DC05,0xFFFFFFFFFFFFFFFF
0.512738440000000,172,0xA055DC05DC05DC05,0xFFFFFFFFFFFFFFFF
0.515720520000000,173,0xA055DC05DC05DC05,0xFFFFFFFFFFFFFFFF
0.518702600000000,174,0xA055DC05DC05DC05,0xFFFFFFFFFFFFFFFF
0.521684520000000,175,0xA055DC05DC05DC05,0xFFFFFFFFFFFFFFFF
0.524666480000000,176,0xA055DC05DC05DC05,0xFFFFFFFFFFFFFFFF
0.527648280000000,177,0xA055DC05DC05DC05,0xFFFFFFFFFFFFFFFF
0.530630080000000,178,0xA055DC05DC05DC05,0xFFFFFFFFFFFFFFFF
0.533612200000000,179,0xA055DC05DC05DC05,0xFFFFFFFFFFFFFFFF
0.536594320000000,180,0xA055DC05DC05DC05,0xFFFFFFFFFFFFFFFF
0.539576360000000,181,0xA055DC05DC05DC05,0xFFFFFFFFFFFFFFFF
0.542558440000000,182,0xA055DC05DC05DC05,0xFFFFFFFFFFFFFFFF
0.545540440000000,183,0xA055DC05DC05DC05,0xFFFFFFFFFFFFFFFF
0.548522320000000,184,0xA055DC05DC05DC05,0xFFFFFFFFFFFFFFFF
0.551504440000000,185,0xA055DC05DC05DC05,0xFFFFFFFFFFFFFFFF
